District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude,Pincode
Coimbatore,-,Unnamed Zone,unclassified,40,11.0770589,77.10996775,641407
Coimbatore,-,Unnamed Zone,service,30,11.1316152,77.19926195,641659
Coimbatore,-,Unnamed Zone,residential,40,11.0316923,77.0083703,641001
Coimbatore,-,Unnamed Zone,residential,20,11.03569985,76.9160993,641041
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0602706,77.08822035,641062
Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.21492185,76.73290725,641111
Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.21523315,76.7327222,641102
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.6201101,77.15067275,642117
Coimbatore,-,Unnamed Zone,trunk,100,11.10684445,77.1760327,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.10247005,77.1678186,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.1057732,77.17450425,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.09066955,77.13741935,641407
Coimbatore,Z128,Bujanganur to Thekkampatti Road,tertiary,40,11.24110465,76.8861775,641113
Coimbatore,Z128,Bujanganur to Thekkampatti Road,tertiary,40,11.24026155,76.88669435,641113
Coimbatore,Z152,Mettupalayam Road,trunk,50,11.2143537,76.96541145,641019
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.21915665,76.96313715,641019
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.1743939,76.95381665,641047
Coimbatore,Z123,Makaliamman koil to Kembanur Road,residential,30,11.2371071,76.90897495,641104
Coimbatore,Z123,Makaliamman koil to Kembanur Road,residential,30,11.2373444,76.9089607,641104
Coimbatore,Z154,Gopalasamy Koil Street,secondary,45,11.0362179,76.97706055,641001
Coimbatore,Z119,Avinashi Road,primary,50,11.0212696,76.9943725,641028
Coimbatore,Z155,Avanishi Road,primary,50,11.02641545,77.02107285,641001
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,40,11.23908525,76.9606413,641104
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.2488891,76.9562942,641104
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.62309645,76.84697075,678533
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.63004735,76.87568235,678533
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.62301575,76.8467529,678533
Coimbatore,-,Unnamed Zone,residential,35,11.08167935,76.9411048,641001
Coimbatore,Z156,Palakkad - Pollachi Road,primary,80,10.69332185,76.87044965,678554
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.6374255,76.9470131,642103
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.63753885,76.94622005,642103
Coimbatore,Z108,Thudiyalur - Saravanampatty Road,secondary,35,11.08109775,76.94415335,641001
Coimbatore,-,Unnamed Zone,residential,35,11.082549,76.94728015,641001
Coimbatore,Z108,Thudiyalur - Saravanampatty Road,secondary,45,11.08030285,76.9415258,641001
Coimbatore,Z108,Thudiyalur - Saravanampatty Road,secondary,45,11.08023615,76.9417519,641001
Coimbatore,Z157,thudiyalur road,secondary,45,11.08077475,76.9431749,641001
Coimbatore,-,Unnamed Zone,secondary,45,11.08053255,76.94258615,641001
Coimbatore,-,Unnamed Zone,residential,35,11.08280415,76.94295205,641001
Coimbatore,-,Unnamed Zone,residential,35,11.08246165,76.9429456,641001
Coimbatore,-,Unnamed Zone,residential,35,11.08210585,76.9433024,641001
Coimbatore,-,Unnamed Zone,residential,35,11.0828288,76.94390285,641001
Coimbatore,Z158,Thennamanallur Pirivu Road,tertiary,40,10.96564795,76.82214645,641109
Coimbatore,Z158,Thennamanallur Pirivu Road,tertiary,40,10.9696069,76.8211775,641109
Coimbatore,Z159,Karuppusamy Street,residential,50,11.0266649,76.94391935,641001
Coimbatore,-,Unnamed Zone,residential,35,11.07883015,76.9474236,641001
Coimbatore,Z143,Ooty-Coonoor Road,trunk,50,11.31014045,76.93166285,641301
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.6530187,76.99507645,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65370965,76.99711755,642001
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.8508008,77.0141458,641032
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.75837735,77.0195127,642109
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.6541101,76.998128,642001
Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.2434679,76.70334365,641111
Coimbatore,Z160,Karanampettai - Karumathampatti Road,primary,60,11.0880751,77.18623275,641668
Coimbatore,Z160,Karanampettai - Karumathampatti Road,primary,60,11.08545805,77.18781295,641668
Coimbatore,Z160,Karanampettai - Karumathampatti Road,primary,60,11.07875015,77.1910672,641668
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0269317,77.0757382,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.01772955,77.0746594,641103
Coimbatore,-,Unnamed Zone,trunk,100,11.1005976,77.16372355,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.0932822,77.14590365,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.09404355,77.14875265,641407
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0104386,77.07198075,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0110496,77.072299,641103
Coimbatore,Z148,Coimbatore - Tiruchirapalli Nedunchalai,trunk,70,11.01240255,77.08505805,641402
Coimbatore,-,Unnamed Zone,trunk,100,11.0727757,77.1073826,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.0729016,77.1073027,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.07444225,77.10999125,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.0741117,77.1094762,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.07455505,77.1099061,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.07424015,77.109403,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.07104245,77.10467225,641062
Coimbatore,-,Unnamed Zone,trunk,100,11.06722195,77.0982902,641062
Coimbatore,Z119,Avinashi Road,primary,50,11.0171732,76.9902754,641018
Coimbatore,Z161,Kariyakaali Amman Kovil Road,unclassified,40,10.96810295,76.80365965,641109
Coimbatore,Z162,Shanthi Nagar Road,residential,20,11.05368575,77.016056,641001
Coimbatore,Z163,"Street 1, Shanthi Nagar",residential,20,11.0534971,77.01516425,641001
Coimbatore,Z164,"Street 2, Shanthi Nagar",residential,20,11.05350855,77.01551375,641001
Coimbatore,Z165,"Street 3, Shanthi Nagar",residential,20,11.05354525,77.0158314,641001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65419415,76.9984553,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65417205,76.99848135,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.6538501,76.99763845,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65406425,76.9981702,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65364645,76.99717975,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65356705,76.99698595,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.6533349,76.9960178,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65390125,76.99759005,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65528505,77.00306475,642001
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7449736,77.0196172,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7339273,77.01881445,642110
Coimbatore,Z166,Connect road,service,20,11.02356305,76.95440985,641001
Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.21323775,76.84762205,641113
Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.20814465,76.7878297,641111
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,70,10.87197175,76.88976995,641112
Coimbatore,-,Unnamed Zone,trunk,40,10.89497015,76.9341252,641105
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.89478675,76.93351545,641105
Coimbatore,-,Unnamed Zone,trunk,40,10.89501985,76.93765455,641105
Coimbatore,-,Unnamed Zone,trunk,40,10.89500925,76.9348626,641105
Coimbatore,Z150,Kerala-Tamil Nadu Border Bridge,trunk,40,10.8525298,76.8429029,678624
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.85405585,76.85347345,678624
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.8717571,76.88954905,641112
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.8728689,76.9023913,641112
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.8856107,76.9133185,641112
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.89454725,76.9314149,641105
Coimbatore,Z111,Palghat road,primary,60,10.89991595,76.9392613,641105
Coimbatore,Z111,Palghat road,primary,60,10.92986005,76.9495693,641105
Coimbatore,Z111,Palghat road,primary,60,10.92946125,76.949574,641105
Coimbatore,Z111,Palghat road,primary,60,10.9534433,76.9535619,641008
Coimbatore,Z111,Palghat road,primary,40,10.96113985,76.95466715,641008
Coimbatore,-,Unnamed Zone,trunk,20,10.97172,76.96591095,641008
Coimbatore,Z116,Pollachi road,trunk,20,10.97273325,76.96520435,641008
Coimbatore,Z167,Sathi Road,trunk,40,11.02051215,76.97091735,641001
Coimbatore,Z168,Sathy Road,trunk,40,11.01727685,76.9686838,641001
Coimbatore,-,Unnamed Zone,trunk,40,10.99697645,77.00272565,641001
Coimbatore,Z169,Sitra - Kurumbapalayam Road,primary,50,11.03846655,77.03742795,641001
Coimbatore,Z169,Sitra - Kurumbapalayam Road,primary,70,11.09375485,77.03191075,641048
Coimbatore,-,Unnamed Zone,residential,35,11.07886805,76.9419296,641001
Coimbatore,-,Unnamed Zone,residential,35,11.08358955,76.940099,641001
Coimbatore,-,Unnamed Zone,unclassified,35,11.09132015,76.9392518,641001
Coimbatore,-,Unnamed Zone,residential,35,11.09662835,76.9387964,641001
Coimbatore,-,Unnamed Zone,residential,35,11.09933125,76.93873065,641017
Coimbatore,-,Unnamed Zone,residential,35,11.10139885,76.9388496,641017
Coimbatore,-,Unnamed Zone,tertiary,40,11.10434855,76.938454,641017
Coimbatore,-,Unnamed Zone,residential,35,11.1114389,76.9365649,641020
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.12935565,76.9359531,641020
Coimbatore,Z170,Cowley Brown Rd,primary,40,11.0137052,76.94241085,641002
Coimbatore,Z171,Coimbatore - Anaikatti Road,primary,40,11.06399335,76.90913925,641108
Coimbatore,Z105,Kaundampalayam - Vadavalli - Onappalayam Road,secondary,40,11.0282009,76.90615415,641041
Coimbatore,Z109,Pollachi Salai,trunk,40,10.935367,76.9805293,641021
Coimbatore,Z109,Pollachi Salai,trunk,40,10.9218665,76.9829228,641050
Coimbatore,Z109,Pollachi Salai,trunk,40,10.9280519,76.98132685,641021
Coimbatore,-,Unnamed Zone,service,10,11.1022693,76.98638475,641035
Coimbatore,Z109,Pollachi Salai,trunk,40,10.9216035,76.9830222,641050
Coimbatore,Z109,Pollachi Salai,trunk,40,10.9196744,76.98422295,641050
Coimbatore,Z109,Pollachi Salai,trunk,40,10.92253925,76.98275635,641021
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.62407785,77.12775575,642117
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.62399915,77.1280107,642117
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.64479745,77.0817696,642003
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.6596921,77.0513135,642001
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.65063335,76.9860123,642004
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,60,10.64970545,76.9825366,642004
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.1825574,76.9591625,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.18229215,76.95904575,641047
Coimbatore,Z152,Mettupalayam Road,trunk,50,11.1736797,76.95343,641047
Coimbatore,Z111,Palghat road,primary,60,10.9698955,76.9561217,641008
Coimbatore,Z111,Palghat road,primary,40,10.9364917,76.95110515,641105
Coimbatore,Z127,Mettupalayam to Bathirakaliamman Koil,tertiary,50,11.2981155,76.8972543,641305
Coimbatore,Z127,Mettupalayam to Bathirakaliamman Koil,tertiary,50,11.3027719,76.93513345,641301
Coimbatore,Z136,Vellienkadu to Karamadai Road,secondary,50,11.2134544,76.8255001,641113
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.242406,76.9588842,641104
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.3024098,76.9383284,641301
Coimbatore,Z172,Udhagamandalam - Kotagiri - Mettupalayam - Sathyamangalam - Gobichettipalayam - Erode Road,primary,50,11.31823415,77.0066797,641301
Coimbatore,Z143,Ooty-Coonoor Road,trunk,50,11.3073754,76.93345435,641301
Coimbatore,Z143,Ooty-Coonoor Road,trunk,50,11.3027892,76.9381592,641301
Coimbatore,Z108,Thudiyalur - Saravanampatty Road,secondary,45,11.08049235,76.94223485,641001
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.13987955,76.9420846,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.14836365,76.9440589,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.2071409,76.96683735,641019
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.17176205,76.9526977,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.1716957,76.9526714,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.1874017,76.9607864,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.18669095,76.9605941,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,40,11.2237802,76.9604541,641019
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.21927465,76.96305155,641019
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,40,11.2361607,76.96012905,641104
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,40,11.22391915,76.9604237,641019
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.10915365,76.936858,641020
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.10877065,76.93696875,641020
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.09291935,76.93844845,641001
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.09364355,76.93841655,641017
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.17607975,76.9547521,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.17592755,76.9546709,641047
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.19187425,76.96081565,641019
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.19157285,76.96085805,641019
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.07763205,76.9416474,641034
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.0766758,76.94174005,641001
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.07870885,76.9415467,641001
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.08187075,76.9410648,641001
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.07951415,76.9414986,641001
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.78391885,77.015034,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.767162,77.0178482,642109
Coimbatore,-,Unnamed Zone,residential,35,11.0841764,76.9456287,641001
Coimbatore,-,Unnamed Zone,residential,35,11.0841837,76.9454353,641001
Coimbatore,-,Unnamed Zone,residential,35,11.08417845,76.9440168,641001
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.06130555,76.9442547,641001
Coimbatore,Z107,Coimbatore-Mettupalayam Road,trunk,50,11.04671365,76.9470252,641001
Coimbatore,Z123,Makaliamman koil to Kembanur Road,residential,30,11.24243775,76.89991735,641104
Coimbatore,Z123,Makaliamman koil to Kembanur Road,residential,30,11.2422408,76.90382925,641104
Coimbatore,Z123,Makaliamman koil to Kembanur Road,residential,30,11.2422609,76.9040397,641104
Coimbatore,Z111,Palghat road,primary,60,10.8999985,76.93931555,641105
Coimbatore,Z173,Kembanur - Madappanur Road,path,30,11.2436425,76.89992615,641104
Coimbatore,Z123,Makaliamman koil to Kembanur Road,residential,30,11.23642805,76.9090047,641104
Coimbatore,-,Unnamed Zone,trunk,100,11.15139555,77.2099668,641654
Coimbatore,-,Unnamed Zone,trunk,100,11.1326258,77.1996708,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.13401455,77.20055075,641659
Coimbatore,-,Unnamed Zone,trunk,100,11.13476905,77.20090665,641654
Coimbatore,-,Unnamed Zone,trunk,100,11.13410105,77.2004455,641659
Coimbatore,-,Unnamed Zone,trunk,100,11.0975235,77.156411,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.09735085,77.15601775,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.0972186,77.15606705,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.0970784,77.15565295,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.09349055,77.14725475,641407
Coimbatore,-,Unnamed Zone,trunk,100,11.1078886,77.1773208,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.10766035,77.177001,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.10731435,77.1767069,641668
Coimbatore,-,Unnamed Zone,trunk,100,11.1075578,77.17706075,641668
Coimbatore,Z100,Kamarajar Road,secondary,40,11.0054989,77.02663315,641015
Coimbatore,Z174,Palakkad - Koduvayur - Meenakshipuram Road,primary,80,10.64982485,76.7946339,678533
Coimbatore,-,Unnamed Zone,trunk,50,10.98779155,76.96133685,641001
Coimbatore,Z175,Nagaiyan Thottam Road,residential,40,11.01357425,77.0921614,641402
Coimbatore,-,Unnamed Zone,residential,20,11.09541335,77.02855845,641048
Coimbatore,-,Unnamed Zone,residential,20,11.09372825,77.0280816,641048
Coimbatore,-,Unnamed Zone,residential,20,11.0941153,77.028182,641048
Coimbatore,-,Unnamed Zone,residential,20,11.09480205,77.0280696,641048
Coimbatore,Z176,Narasipuram - Thenamanallur Rd,unclassified,50,10.98509125,76.7918866,641109
Coimbatore,Z110,Pollachi - Palakkad Road,primary,60,10.65979085,77.0071923,642001
Coimbatore,Z174,Palakkad - Koduvayur - Meenakshipuram Road,primary,80,10.6331659,76.8641898,678533
Coimbatore,Z154,Gopalasamy Koil Street,secondary,45,11.03618765,76.9759107,641001
Coimbatore,-,Unnamed Zone,residential,20,11.0380669,76.91448075,641041
Coimbatore,-,Unnamed Zone,residential,20,11.03764685,76.9155787,641041
Coimbatore,-,Unnamed Zone,residential,20,11.0378466,76.914701,641041
Coimbatore,-,Unnamed Zone,residential,35,11.0857773,76.9451808,641001
Coimbatore,-,Unnamed Zone,residential,35,11.08591225,76.94492585,641001
Coimbatore,-,Unnamed Zone,residential,35,11.08613075,76.94601705,641001
Coimbatore,-,Unnamed Zone,residential,35,11.0976566,76.94938455,641001
Coimbatore,-,Unnamed Zone,residential,35,11.0978158,76.94848095,641001
Coimbatore,-,Unnamed Zone,residential,35,11.09663055,76.94798025,641001
Coimbatore,-,Unnamed Zone,residential,35,11.09626435,76.94795535,641001
Coimbatore,Z148,Coimbatore - Tiruchirapalli Nedunchalai,trunk,70,11.0275419,77.1477853,641401
Coimbatore,Z148,Coimbatore - Tiruchirapalli Nedunchalai,trunk,70,11.0281122,77.1309408,641402
Coimbatore,Z148,Coimbatore - Tiruchirapalli Nedunchalai,trunk,70,11.01001315,77.0801246,641103
Coimbatore,Z148,Coimbatore - Tiruchirapalli Nedunchalai,trunk,70,11.01059575,77.0813179,641103
Coimbatore,-,Unnamed Zone,tertiary_link,40,10.9761703,76.8002684,641109
Coimbatore,-,Unnamed Zone,unclassified,40,10.97730785,76.7908312,641109
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.6140875,77.16464615,642117
Coimbatore,Z177,NH 83 u/c,construction,80,10.70562635,77.01607355,642003
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.6257541,77.1224797,642117
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.62587445,77.1221788,642117
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.63190695,77.1068052,642117
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,80,10.63195685,77.1065558,642117
Coimbatore,Z100,Kamarajar Road,secondary,40,11.004241,77.02744585,641015
Coimbatore,Z100,Kamarajar Road,secondary,40,11.00479385,77.0270799,641015
Coimbatore,Z100,Kamarajar Road,secondary,40,11.0049889,77.02695985,641015
Coimbatore,Z120,Avinashi - Tiruppur - Palladam - Pollachi - Meenkarai - Kochi Road,primary,90,10.65537845,77.0037584,642001
Coimbatore,Z121,Udhagamandalam - Kotagiri - Mettupalayam - Sathy - Gobi - Erode Road,primary,50,11.3266528,77.01228945,641302
Coimbatore,Z118,Thadagam Road,primary,40,11.0196347,76.93852105,641001
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.8776733,76.90669935,641112
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,70,10.87909635,76.90742615,641112
Coimbatore,Z144,Salem - Kochi - Kanyakumari Highway,trunk,40,10.88938485,76.9198718,641112
Coimbatore,Z178,Kollengode-Pollachi Road,primary,60,10.61487715,76.81623575,678507
Coimbatore,Z126,Velliankadu Road to Bathirakaliamman Koil,tertiary,50,11.24443875,76.8925673,641104
Coimbatore,Z126,Velliankadu Road to Bathirakaliamman Koil,tertiary,50,11.2461054,76.89390405,641113
Coimbatore,Z128,Bujanganur to Thekkampatti Road,tertiary,40,11.2493839,76.8876892,641104
Coimbatore,Z128,Bujanganur to Thekkampatti Road,tertiary,40,11.2497454,76.88761195,641113
Coimbatore,Z153,Mettupalayam-Coimbatore Road,trunk,50,11.2429964,76.9584788,641104
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.64440305,77.08210845,642003
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.64508845,77.081314,642003
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.6447817,77.08157915,642003
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.65701725,77.0418574,642001
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.65218695,77.07225975,642001
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.65223345,77.0724858,642003
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.65231505,77.0723208,642001
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,60,10.6558818,77.016449,642001
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,40,10.65246355,77.0717011,642001
Coimbatore,Z109,Pollachi Salai,trunk,40,10.9404075,76.9797771,641021
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.69598445,77.01214205,642001
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.6997005,77.013611,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.7020669,77.01473125,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.69852235,77.0132558,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.6991951,77.01351715,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.69670445,77.01233545,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.69926955,77.01343475,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.7029565,77.01508925,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.71618595,77.0169734,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.72579315,77.01789325,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7172566,77.01706875,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.70553325,77.0156931,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.71728495,77.01690915,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7261596,77.01778685,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7260884,77.01777035,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.73364875,77.01894685,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.72608475,77.01795505,642120
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.74414085,77.01961035,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.73396455,77.01897295,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.75754095,77.01965295,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.74468355,77.01965865,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.73452135,77.01889145,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7444176,77.01953685,642110
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.76644445,77.01814935,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7837785,77.0152149,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.70531145,77.01580475,642002
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,40,10.70391395,77.01521075,642002
Coimbatore,Z114,Pollachi-Udumalpet Road,trunk,60,10.65590215,77.0137257,642001
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.88044105,77.002379,641032
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.78399925,77.0151774,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.7845833,77.0148809,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.811551,77.017371,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.8120946,77.01747295,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.81702255,77.0180769,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.8174514,77.01810025,642109
Coimbatore,Z106,Pollachi - Coimbatore Salai,trunk,80,10.82963665,77.0177811,642109
