geometry,Pincode,District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude
"POLYGON ((70.2463029 21.85371355, 70.24629808472667 21.853615532859667, 70.2462836852804 21.853518459677982, 70.24625984033572 21.853423265322743, 70.2462267795325 21.85333086656763, 70.24618482126435 21.85324215326317, 70.2461343696123 21.85315797976698, 70.24607591045336 21.853079156715836, 70.24601000678119 21.853006443218813, 70.24593729328416 21.852940539546637, 70.24585847023302 21.852882080387698, 70.24577429673683 21.85283162873565, 70.24568558343236 21.852789670467487, 70.24559318467725 21.852756609664265, 70.24549799032201 21.852732764719594, 70.24540091714033 21.852718365273326, 70.2453029 21.852713549999997, 70.24520488285967 21.852718365273326, 70.24510780967799 21.852732764719594, 70.24501261532275 21.852756609664265, 70.24492021656764 21.852789670467487, 70.24483150326317 21.85283162873565, 70.24474732976698 21.852882080387698, 70.24466850671584 21.852940539546637, 70.2445957932188 21.853006443218813, 70.24452988954664 21.853079156715836, 70.24447143038769 21.85315797976698, 70.24442097873565 21.85324215326317, 70.24437902046749 21.85333086656763, 70.24434595966427 21.853423265322743, 70.2443221147196 21.853518459677982, 70.24430771527332 21.853615532859667, 70.2443029 21.85371355, 70.24430771527332 21.85381156714033, 70.2443221147196 21.853908640322015, 70.24434595966427 21.854003834677254, 70.24437902046749 21.854096233432365, 70.24442097873565 21.854184946736826, 70.24447143038769 21.854269120233017, 70.24452988954664 21.85434794328416, 70.2445957932188 21.854420656781183, 70.24466850671584 21.85448656045336, 70.24474732976698 21.8545450196123, 70.24483150326317 21.854595471264346, 70.24492021656764 21.85463742953251, 70.24501261532275 21.85467049033573, 70.24510780967799 21.854694335280403, 70.24520488285967 21.85470873472667, 70.2453029 21.85471355, 70.24540091714033 21.85470873472667, 70.24549799032201 21.854694335280403, 70.24559318467725 21.85467049033573, 70.24568558343236 21.85463742953251, 70.24577429673683 21.854595471264346, 70.24585847023302 21.8545450196123, 70.24593729328416 21.85448656045336, 70.24601000678119 21.854420656781183, 70.24607591045336 21.85434794328416, 70.2461343696123 21.854269120233017, 70.24618482126435 21.854184946736826, 70.2462267795325 21.854096233432365, 70.24625984033572 21.854003834677254, 70.2462836852804 21.853908640322015, 70.24629808472667 21.85381156714033, 70.2463029 21.85371355))",360450,Gujarat,Z293,G4God Road,residential,40,21.85371355,70.2453029
"POLYGON ((69.721316 21.90563595, 69.72131118472667 21.90553793285967, 69.7212967852804 21.905440859677984, 69.72127294033572 21.905345665322745, 69.7212398795325 21.905253266567634, 69.72119792126435 21.905164553263173, 69.7211474696123 21.905080379766982, 69.72108901045335 21.90500155671584, 69.72102310678119 21.904928843218816, 69.72095039328416 21.90486293954664, 69.72087157023302 21.9048044803877, 69.72078739673682 21.904754028735653, 69.72069868343236 21.90471207046749, 69.72060628467725 21.904679009664267, 69.720511090322 21.904655164719596, 69.72041401714033 21.904640765273328, 69.720316 21.90463595, 69.72021798285967 21.904640765273328, 69.72012090967799 21.904655164719596, 69.72002571532275 21.904679009664267, 69.71993331656763 21.90471207046749, 69.71984460326317 21.904754028735653, 69.71976042976698 21.9048044803877, 69.71968160671584 21.90486293954664, 69.7196088932188 21.904928843218816, 69.71954298954664 21.90500155671584, 69.71948453038769 21.905080379766982, 69.71943407873565 21.905164553263173, 69.71939212046749 21.905253266567634, 69.71935905966427 21.905345665322745, 69.71933521471959 21.905440859677984, 69.71932081527332 21.90553793285967, 69.71931599999999 21.90563595, 69.71932081527332 21.905733967140332, 69.71933521471959 21.905831040322017, 69.71935905966427 21.905926234677256, 69.71939212046749 21.906018633432367, 69.71943407873565 21.906107346736828, 69.71948453038769 21.90619152023302, 69.71954298954664 21.906270343284163, 69.7196088932188 21.906343056781186, 69.71968160671584 21.906408960453362, 69.71976042976698 21.9064674196123, 69.71984460326317 21.90651787126435, 69.71993331656763 21.90655982953251, 69.72002571532275 21.906592890335734, 69.72012090967799 21.906616735280405, 69.72021798285967 21.906631134726673, 69.720316 21.906635950000002, 69.72041401714033 21.906631134726673, 69.720511090322 21.906616735280405, 69.72060628467725 21.906592890335734, 69.72069868343236 21.90655982953251, 69.72078739673682 21.90651787126435, 69.72087157023302 21.9064674196123, 69.72095039328416 21.906408960453362, 69.72102310678119 21.906343056781186, 69.72108901045335 21.906270343284163, 69.7211474696123 21.90619152023302, 69.72119792126435 21.906107346736828, 69.7212398795325 21.906018633432367, 69.72127294033572 21.905926234677256, 69.7212967852804 21.905831040322017, 69.72131118472667 21.905733967140332, 69.721316 21.90563595))",360510,Gujarat,Z337,Del Perro Rural Road,unclassified,100,21.90563595,69.720316
"POLYGON ((69.91927961584408 21.957602677110895, 69.91919018298624 21.95756227524711, 69.91909722069693 21.957530833882313, 69.91900162425378 21.957508655814042, 69.9189043143028 21.957495954629213, 69.91880622799201 21.95749285264718, 69.91870830994623 21.957499379741733, 69.91861150316971 21.957515473053373, 69.9185167399647 21.957540977594714, 69.91842493295262 21.957575647743084, 69.91833696628518 21.957619149606, 69.9182536871295 21.95767106423674, 69.91817589750937 21.957730891669037, 69.91810434658134 21.957798055732002, 69.91803972341998 21.957871909599003, 69.91798265038165 21.95795174201692, 69.9179336771109 21.958036784155937, 69.91789327524711 21.958126217013756, 69.91786183388231 21.958219179303075, 69.91783965581405 21.958314775746228, 69.91782695462922 21.95841208569721, 69.91782385264719 21.95851017200799, 69.91783037974173 21.958608090053787, 69.91784647305337 21.958704896830284, 69.91787197759471 21.95879966003531, 69.9179066477431 21.95889146704739, 69.917950149606 21.95897943371482, 69.91800206423675 21.959062712870498, 69.91806189166904 21.959140502490634, 69.91812905573201 21.95921205341866, 69.918202909599 21.959276676580025, 69.91828274201693 21.95933374961836, 69.91836778415593 21.959382722889107, 69.95005083415593 21.975612422889107, 69.95014026701377 21.975652824752892, 69.95023322930308 21.97568426611769, 69.95032882574623 21.97570644418596, 69.95042613569721 21.97571914537079, 69.950524222008 21.97572224735282, 69.95062214005378 21.97571572025827, 69.95071894683029 21.97569962694663, 69.9508137100353 21.975674122405287, 69.95090551704739 21.975639452256917, 69.95099348371483 21.975595950394002, 69.9510767628705 21.97554403576326, 69.95115455249064 21.975484208330965, 69.95122610341866 21.975417044268, 69.95129072658003 21.975343190401, 69.95134779961836 21.97526335798308, 69.95139677288911 21.975178315844065, 69.9514371747529 21.975088882986245, 69.9514686161177 21.974995920696927, 69.95149079418596 21.974900324253774, 69.95150349537079 21.974803014302793, 69.95150659735282 21.97470492799201, 69.95150007025828 21.974607009946215, 69.95148397694663 21.974510203169718, 69.95145847240529 21.97441543996469, 69.95142380225691 21.97432363295261, 69.951380300394 21.974235666285182, 69.95132838576326 21.974152387129504, 69.95126855833097 21.974074597509368, 69.951201394268 21.97400304658134, 69.951127540401 21.973938423419977, 69.95104770798308 21.973881350381642, 69.95096266584407 21.973832377110895, 69.91927961584408 21.957602677110895))",360515,Gujarat,Z352,Krushnagadh Jamvali,tertiary,70,21.9747224,69.95050675
"POLYGON ((70.05212375 22.4916942, 70.0449847 22.4653236, 70.0467075 22.46331495, 70.04953215 22.46159265, 70.0777959 22.47394305, 70.05212375 22.4916942))",361001,Gujarat,Z227,Summair Club Road,primary,30,22.4683894,70.05865225
"POLYGON ((70.07101135 22.4713721, 70.068654 22.4735724, 70.0653775 22.47330405, 70.064908 22.4696674, 70.07031625 22.46853115, 70.07101135 22.4713721))",361002,Gujarat,Z142,DSP Bunglow road,primary,30,22.4713721,70.07101135
"POLYGON ((70.0651096 22.441462, 70.0592748 22.4100199, 70.06287385 22.41227185, 70.0651096 22.441462))",361004,Gujarat,Z254,Patel park road.,unclassified,30,22.441462,70.0651096
"POLYGON ((70.0495525 22.46113055, 70.06649535 22.4598796, 70.06565075 22.46172605, 70.06394015 22.4628723, 70.06163345 22.46372045, 70.0495525 22.46113055))",361005,Gujarat,Z122,Samana road,primary,40,22.4598796,70.06649535
"POLYGON ((70.0266453 22.47135805, 70.02583745 22.45170585, 70.03384165 22.44011935, 70.0489943 22.4607708, 70.0490258 22.4610511, 70.0419861 22.470239, 70.0418242 22.4703143, 70.0266453 22.47135805))",361006,Gujarat,Z232,Air Force Road,tertiary,40,22.47133135,70.02695705
"POLYGON ((70.0327346 22.5074146, 70.051925 22.47538835, 70.0762574 22.468607, 70.06774975 22.4823974, 70.0663815 22.4843084, 70.0327346 22.5074146))",361008,Gujarat,Z125,Patel colony Road no 6,residential,40,22.48410715,70.0578639
"POLYGON ((70.0682274 22.45698645, 70.0704354 22.4420994, 70.0740212 22.44311755, 70.09804385 22.4666921, 70.1023218 22.47794675, 70.1015368 22.478008, 70.0769294 22.47075075, 70.0704097 22.4680832, 70.0682274 22.45698645))",361009,Gujarat,Z184,Central Bank Road,primary,40,22.462789,70.07719295
"POLYGON ((69.87241515000001 22.39989985, 69.87241033472668 22.39980183285967, 69.87239593528041 22.399704759677984, 69.87237209033573 22.399609565322745, 69.87233902953251 22.399517166567634, 69.87229707126436 22.399428453263173, 69.87224661961231 22.399344279766982, 69.87218816045336 22.39926545671584, 69.8721222567812 22.399192743218816, 69.87204954328416 22.39912683954664, 69.87197072023302 22.3990683803877, 69.87188654673683 22.399017928735653, 69.87179783343237 22.39897597046749, 69.87170543467725 22.398942909664267, 69.87161024032201 22.398919064719596, 69.87151316714034 22.398904665273328, 69.87141515 22.39889985, 69.87131713285967 22.398904665273328, 69.871220059678 22.398919064719596, 69.87112486532276 22.398942909664267, 69.87103246656764 22.39897597046749, 69.87094375326318 22.399017928735653, 69.87085957976699 22.3990683803877, 69.87078075671585 22.39912683954664, 69.87070804321881 22.399192743218816, 69.87064213954665 22.39926545671584, 69.8705836803877 22.399344279766982, 69.87053322873565 22.399428453263173, 69.8704912704675 22.399517166567634, 69.87045820966428 22.399609565322745, 69.8704343647196 22.399704759677984, 69.87041996527333 22.39980183285967, 69.87041515 22.39989985, 69.87041996527333 22.399997867140332, 69.8704343647196 22.400094940322017, 69.87045820966428 22.400190134677256, 69.8704912704675 22.400282533432367, 69.87053322873565 22.400371246736828, 69.8705836803877 22.40045542023302, 69.87064213954665 22.400534243284163, 69.87070804321881 22.400606956781186, 69.87078075671585 22.400672860453362, 69.87085957976699 22.4007313196123, 69.87094375326318 22.40078177126435, 69.87103246656764 22.40082372953251, 69.87112486532276 22.400856790335734, 69.871220059678 22.400880635280405, 69.87131713285967 22.400895034726673, 69.87141515 22.400899850000002, 69.87151316714034 22.400895034726673, 69.87161024032201 22.400880635280405, 69.87170543467725 22.400856790335734, 69.87179783343237 22.40082372953251, 69.87188654673683 22.40078177126435, 69.87197072023302 22.4007313196123, 69.87204954328416 22.400672860453362, 69.8721222567812 22.400606956781186, 69.87218816045336 22.400534243284163, 69.87224661961231 22.40045542023302, 69.87229707126436 22.400371246736828, 69.87233902953251 22.400282533432367, 69.87237209033573 22.400190134677256, 69.87239593528041 22.400094940322017, 69.87241033472668 22.399997867140332, 69.87241515000001 22.39989985))",361140,Gujarat,-,Unnamed Zone,trunk,100,22.39989985,69.87141515
"POLYGON ((70.41133155 22.5779017, 70.41132673472667 22.57780368285967, 70.4113123352804 22.577706609677985, 70.41128849033572 22.577611415322746, 70.4112554295325 22.577519016567635, 70.41121347126435 22.577430303263174, 70.4111630196123 22.577346129766983, 70.41110456045335 22.57726730671584, 70.41103865678119 22.577194593218817, 70.41096594328415 22.57712868954664, 70.41088712023301 22.5770702303877, 70.41080294673682 22.577019778735654, 70.41071423343236 22.57697782046749, 70.41062183467724 22.57694475966427, 70.410526640322 22.576920914719597, 70.41042956714033 22.57690651527333, 70.41033155 22.5769017, 70.41023353285966 22.57690651527333, 70.41013645967799 22.576920914719597, 70.41004126532275 22.57694475966427, 70.40994886656763 22.57697782046749, 70.40986015326317 22.577019778735654, 70.40977597976698 22.5770702303877, 70.40969715671584 22.57712868954664, 70.4096244432188 22.577194593218817, 70.40955853954664 22.57726730671584, 70.40950008038769 22.577346129766983, 70.40944962873564 22.577430303263174, 70.40940767046749 22.577519016567635, 70.40937460966427 22.577611415322746, 70.40935076471959 22.577706609677985, 70.40933636527332 22.57780368285967, 70.40933154999999 22.5779017, 70.40933636527332 22.577999717140333, 70.40935076471959 22.578096790322018, 70.40937460966427 22.578191984677257, 70.40940767046749 22.57828438343237, 70.40944962873564 22.57837309673683, 70.40950008038769 22.57845727023302, 70.40955853954664 22.578536093284164, 70.4096244432188 22.578608806781187, 70.40969715671584 22.578674710453363, 70.40977597976698 22.578733169612303, 70.40986015326317 22.57878362126435, 70.40994886656763 22.578825579532513, 70.41004126532275 22.578858640335735, 70.41013645967799 22.578882485280406, 70.41023353285966 22.578896884726674, 70.41033155 22.578901700000003, 70.41042956714033 22.578896884726674, 70.410526640322 22.578882485280406, 70.41062183467724 22.578858640335735, 70.41071423343236 22.578825579532513, 70.41080294673682 22.57878362126435, 70.41088712023301 22.578733169612303, 70.41096594328415 22.578674710453363, 70.41103865678119 22.578608806781187, 70.41110456045335 22.578536093284164, 70.4111630196123 22.57845727023302, 70.41121347126435 22.57837309673683, 70.4112554295325 22.57828438343237, 70.41128849033572 22.578191984677257, 70.4113123352804 22.578096790322018, 70.41132673472667 22.577999717140333, 70.41133155 22.5779017))",361210,Gujarat,Z207,Dhrol - Tankara State Highway,primary,80,22.5779017,70.41033155
"POLYGON ((69.7819176 22.33460405, 69.8572644 22.35655065, 69.85725865 22.356684, 69.83880065 22.3797387, 69.8321359 22.3789532, 69.7819176 22.33460405))",361280,Gujarat,-,Unnamed Zone,residential,50,22.3606175,69.8344186
"POLYGON ((69.69262375 22.2817261, 69.6405273 22.218005, 69.64279065 22.21882865, 69.69262375 22.2817261))",361300,Gujarat,-,Unnamed Zone,trunk,100,22.2817261,69.69262375
"POLYGON ((68.98829573227044 22.22461037267844, 68.98820854101646 22.224655408573955, 68.98812618390188 22.2247087738467, 68.98804945407076 22.224769954559925, 68.98797909047329 22.22483836150992, 68.9879157707494 22.22491333590036, 68.98786010470263 22.22499415568688, 68.98781262842746 22.225080042530752, 68.98777379914635 22.225170169294728, 68.9877439908065 22.225263668008793, 68.98772349047856 22.22535963822922, 68.98771249559185 22.22545715571033, 68.98771111203315 22.225555281305468, 68.9877193531269 22.22565307001151, 68.98773713950685 22.225749580069763, 68.98776429988045 22.225843882035605, 68.98780057267844 22.22593506772956, 68.98784560857395 22.226022258983537, 68.9878989738467 22.22610461609811, 68.98796015455993 22.226181345929238, 68.98802856150992 22.2262517095267, 68.98810353590035 22.226315029250593, 68.98818435568688 22.22637069529736, 68.98827024253075 22.22641817157254, 68.98836036929472 22.226457000853646, 68.98845386800879 22.22648680919348, 68.98854983822922 22.226507309521438, 68.98864735571033 22.226518304408145, 68.98874548130546 22.226519687966842, 68.9888432700115 22.226511446873094, 68.98893978006976 22.22649366049314, 68.9890340820356 22.22646650011955, 68.98912526772955 22.226430227321558, 68.99814396772955 22.222319277321557, 68.99823115898353 22.222274241426042, 68.99831351609811 22.222220876153298, 68.99839024592923 22.222159695440073, 68.9984606095267 22.222091288490077, 68.9985239292506 22.222016314099637, 68.99857959529736 22.22193549431312, 68.99862707157253 22.221849607469245, 68.99866590085364 22.22175948070527, 68.99869570919348 22.221665981991205, 68.99871620952143 22.221570011770776, 68.99872720440814 22.221472494289667, 68.99872858796684 22.22137436869453, 68.99872034687309 22.221276579988487, 68.99870256049314 22.221180069930234, 68.99867540011954 22.221085767964393, 68.99863912732155 22.22099458227044, 68.99859409142604 22.22090739101646, 68.9985407261533 22.22082503390189, 68.99847954544006 22.22074830407076, 68.99841113849007 22.220677940473298, 68.99833616409964 22.220614620749405, 68.99825534431311 22.22055895470264, 68.99816945746925 22.220511478427458, 68.99807933070527 22.220472649146352, 68.9979858319912 22.220442840806516, 68.99788986177077 22.22042234047856, 68.99779234428966 22.22041134559185, 68.99769421869453 22.220409962033155, 68.99759642998849 22.220418203126904, 68.99749991993023 22.220435989506857, 68.99740561796439 22.220463149880448, 68.99731443227044 22.22049942267844, 68.98829573227044 22.22461037267844))",361335,Gujarat,-,Unnamed Zone,trunk,100,22.22140935,68.9977292
"POLYGON ((69.00125835 22.39854775, 69.00125353472667 22.398449732859667, 69.0012391352804 22.398352659677983, 69.00121529033572 22.398257465322743, 69.0011822295325 22.398165066567632, 69.00114027126435 22.39807635326317, 69.0010898196123 22.39799217976698, 69.00103136045335 22.397913356715836, 69.00096545678119 22.397840643218814, 69.00089274328415 22.397774739546637, 69.00081392023301 22.397716280387698, 69.00072974673682 22.39766582873565, 69.00064103343236 22.397623870467488, 69.00054863467724 22.397590809664266, 69.000453440322 22.397566964719594, 69.00035636714033 22.397552565273326, 69.00025835 22.397547749999998, 69.00016033285966 22.397552565273326, 69.00006325967799 22.397566964719594, 68.99996806532275 22.397590809664266, 68.99987566656763 22.397623870467488, 68.99978695326317 22.39766582873565, 68.99970277976698 22.397716280387698, 68.99962395671584 22.397774739546637, 68.9995512432188 22.397840643218814, 68.99948533954664 22.397913356715836, 68.99942688038769 22.39799217976698, 68.99937642873564 22.39807635326317, 68.99933447046749 22.398165066567632, 68.99930140966427 22.398257465322743, 68.99927756471959 22.398352659677983, 68.99926316527332 22.398449732859667, 68.99925834999999 22.39854775, 68.99926316527332 22.39864576714033, 68.99927756471959 22.398742840322015, 68.99930140966427 22.398838034677254, 68.99933447046749 22.398930433432366, 68.99937642873564 22.399019146736826, 68.99942688038769 22.399103320233017, 68.99948533954664 22.39918214328416, 68.9995512432188 22.399254856781184, 68.99962395671584 22.39932076045336, 68.99970277976698 22.3993792196123, 68.99978695326317 22.399429671264347, 68.99987566656763 22.39947162953251, 68.99996806532275 22.399504690335732, 69.00006325967799 22.399528535280403, 69.00016033285966 22.39954293472667, 69.00025835 22.39954775, 69.00035636714033 22.39954293472667, 69.000453440322 22.399528535280403, 69.00054863467724 22.399504690335732, 69.00064103343236 22.39947162953251, 69.00072974673682 22.399429671264347, 69.00081392023301 22.3993792196123, 69.00089274328415 22.39932076045336, 69.00096545678119 22.399254856781184, 69.00103136045335 22.39918214328416, 69.0010898196123 22.399103320233017, 69.00114027126435 22.399019146736826, 69.0011822295325 22.398930433432366, 69.00121529033572 22.398838034677254, 69.0012391352804 22.398742840322015, 69.00125353472667 22.39864576714033, 69.00125835 22.39854775))",361345,Gujarat,Z183,Bhimrana Road,unclassified,40,22.39854775,69.00025835
"POLYGON ((69.0212753 22.425904, 69.02086965 22.4255314, 69.02105215 22.4240386, 69.0212829 22.42438535, 69.0212753 22.425904))",361347,Gujarat,Z340,Rathore street,residential,20,22.42438535,69.0212829
