District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude,Pincode
Banglore,Z184,2nd Main Road,primary_link,15,12.909714,77.687162,560035
Banglore,-,Unnamed Zone,residential,20,12.9334731,77.5626259,560070
Banglore,Z508,VRR Street,residential,30,13.11507725,77.56894065,560064
Banglore,Z509,Ananthapura Main Road,secondary,60,13.1148502,77.5748767,560064
Banglore,Z510,Reddy Street,residential,30,13.11484935,77.5696314,560064
Banglore,Z510,Reddy Street,residential,30,13.11443945,77.569664,560064
Banglore,Z510,Reddy Street,residential,30,13.1149933,77.56960645,560064
Banglore,Z226,Doddaballapur Road,primary,80,13.1144999,77.57907735,560064
Banglore,Z315,Whitefield Road,primary,40,12.984203,77.75093175,560067
Banglore,Z226,Doddaballapur Road,primary,80,13.1147378,77.57907785,560064
Banglore,Z509,Ananthapura Main Road,secondary,60,13.11479325,77.56707975,560064
Banglore,Z100,Yelahanka Road,primary,80,13.08856475,77.5938766,560065
Banglore,Z226,Doddaballapur Road,primary,80,13.09006675,77.5939939,560065
Banglore,Z100,Yelahanka Road,primary,80,13.0898836,77.59408835,560065
Banglore,Z226,Doddaballapur Road,primary,80,13.09008165,77.59410395,560065
Banglore,Z371,Yelahanka Road Flyover,primary,40,13.08579985,77.5937433,560065
Banglore,Z504,Mangammapalaya Road,secondary,45,12.9058093,77.638774,560102
Banglore,Z395,14th Main,residential,20,12.90651335,77.63674715,560068
Banglore,Z128,Ananthapura - Atturu Road,secondary,60,13.1145964,77.56701115,560064
Banglore,Z128,Ananthapura - Atturu Road,secondary,60,13.11232035,77.56649025,560064
Banglore,Z205,Bellary Road,trunk,80,13.051041,77.5931895,560024
Banglore,Z205,Bellary Road,trunk,80,13.04702795,77.59159415,560024
Banglore,Z205,Bellary Road,trunk,80,13.04801365,77.59206655,560024
Banglore,Z205,Bellary Road,trunk,80,13.0477321,77.59205055,560024
Banglore,Z205,Bellary Road,trunk,80,13.0479422,77.59215145,560024
Banglore,Z406,Nagawara Flyover,trunk,40,13.03821295,77.62568745,560045
Banglore,Z101,Outer Ring Road,trunk,40,13.03780095,77.6261569,560045
Banglore,Z117,NICE Peripheral Ring Road,motorway,80,12.86619015,77.630058,560100
Banglore,Z117,NICE Peripheral Ring Road,motorway,80,12.8662247,77.62964695,560114
Banglore,Z327,Magadi Road,tertiary,50,12.9808061,77.5368149,560079
Banglore,-,Unnamed Zone,service,20,12.92353565,77.4979092,560059
Banglore,Z502,Vasathi Avante Apartments Road,residential,20,13.06083215,77.6221767,560045
Banglore,Z502,Vasathi Avante Apartments Road,residential,20,13.0607024,77.6224167,560045
Banglore,Z502,Vasathi Avante Apartments Road,residential,20,13.0605761,77.6223406,560045
Banglore,Z502,Vasathi Avante Apartments Road,residential,20,13.0609182,77.62226265,560045
Banglore,Z511,MS Palazzo Road,residential,20,13.0762775,77.60483955,560064
Banglore,Z511,MS Palazzo Road,residential,20,13.07627215,77.6050344,560064
Banglore,Z101,Outer Ring Road,trunk,60,13.0437678,77.55363895,560013
Banglore,Z101,Outer Ring Road,trunk,60,13.0310649,77.540528,560022
Banglore,Z168,Hosur Road,primary,60,12.9522419,77.6052164,560027
Banglore,-,Unnamed Zone,trunk_link,30,13.02969405,77.63135125,560043
Banglore,Z232,Outer Ring Road Underpass,trunk,60,13.0267619,77.6358363,560043
Banglore,Z137,Vyalikaval Main Road,tertiary,40,13.0026727,77.5784832,560003
Banglore,Z137,Vyalikaval Main Road,tertiary,40,13.001769,77.5784833,560003
Banglore,Z120,Magrath Road,primary,30,12.9704117,77.61028995,560025
Banglore,Z120,Magrath Road,primary,30,12.9704045,77.61029725,560025
Banglore,Z275,Commissariat Road,primary,30,12.97041965,77.61028755,560025
Banglore,Z294,Sundaramurthi Road,tertiary,30,12.9962155,77.62102105,560005
Banglore,Z135,1st Main Road,residential,30,13.0210281,77.62911285,560043
Banglore,-,Unnamed Zone,tertiary,40,12.9063378,77.62955815,560068
Banglore,-,Unnamed Zone,residential,20,13.0006838,77.50376165,560091
Banglore,-,Unnamed Zone,residential,15,12.93781625,77.72315935,560087
Banglore,Z501,Kanakapura Road,trunk,50,12.8489748,77.5221597,560083
Banglore,Z501,Kanakapura Road,trunk,50,12.8454545,77.51981195,560062
Banglore,Z211,Church Street,unclassified,20,12.9758054,77.601658,560001
Banglore,Z379,Bannerghatta Road,trunk,50,12.9072897,77.6005587,560078
Banglore,Z299,Dr. M H Marigowda Road,primary,50,12.94557455,77.5962356,560027
Banglore,Z512,CiSTUP Internal Road,service,20,13.01345975,77.56900175,560012
Banglore,Z513,Internal Road,service,20,13.0114077,77.5704632,560003
Banglore,Z118,14th Main Road,tertiary,40,12.9117962,77.6380796,560102
Banglore,Z514,Hesaraghatta Main Road,primary,40,13.0611733,77.5067764,560015
Banglore,Z118,14th Main Road,secondary,40,12.9123068,77.63805565,560102
Banglore,Z118,14th Main Road,tertiary,40,12.9122392,77.6381257,560102
Banglore,Z118,14th Main Road,tertiary,40,12.9119966,77.63811705,560102
Banglore,Z118,14th Main Road,secondary,40,12.91230395,77.6381272,560102
Banglore,Z118,14th Main Road,secondary,40,12.91239035,77.63805765,560102
Banglore,-,Unnamed Zone,residential,30,12.895247,77.62379945,560068
Banglore,Z222,Tumkur Road,trunk,60,13.02883395,77.54031745,560022
Banglore,Z168,Hosur Road,primary,60,12.9661929,77.6068274,560025
Banglore,Z170,New BEL Road,secondary,50,13.0296177,77.57079475,560054
Banglore,Z170,New BEL Road,secondary,50,13.02558105,77.5718601,560012
Banglore,Z170,New BEL Road,secondary,50,13.0283424,77.5713275,560094
Banglore,Z296,Sarjapura Road,primary,50,12.9107391,77.68444975,560035
Banglore,Z212,Begur Road,secondary,30,12.9071021,77.62873595,560068
Banglore,-,Unnamed Zone,tertiary,40,12.9070545,77.6287326,560068
Banglore,Z405,Veerannapalya Flyover,trunk,40,13.0427754,77.6107153,560024
Banglore,Z101,Outer Ring Road,primary,40,12.9244823,77.65038015,560034
Banglore,Z388,Kengeri Main Road,primary,40,12.93192915,77.48780015,560060
Banglore,-,Unnamed Zone,service,20,12.92353525,77.50124315,560059
Banglore,-,Unnamed Zone,residential,15,12.93736485,77.7240516,560087
Banglore,-,Unnamed Zone,residential,15,12.9372512,77.7240863,560087
Banglore,Z101,Outer Ring Road,trunk,60,12.91747845,77.62327695,560034
Banglore,Z101,Outer Ring Road,trunk,60,13.0427144,77.59073145,560024
Banglore,Z101,Outer Ring Road,trunk,60,13.04113045,77.61988335,560045
Banglore,Z406,Nagawara Flyover,trunk,60,13.0384419,77.6256977,560045
Banglore,Z117,NICE Peripheral Ring Road,motorway,80,12.9926464,77.47299425,560091
Banglore,Z117,NICE Peripheral Ring Road,motorway,80,12.99715505,77.47390775,560091
Banglore,Z117,NICE Peripheral Ring Road,motorway,80,12.99718315,77.4737399,560091
Banglore,Z117,NICE Peripheral Ring Road,motorway,80,12.98988065,77.47223905,560091
Banglore,-,Unnamed Zone,residential,15,12.9380191,77.72012485,560087
Banglore,-,Unnamed Zone,residential,15,12.93872025,77.7212117,560087
Banglore,-,Unnamed Zone,residential,15,12.9378883,77.72035885,560087
Banglore,Z168,Hosur Road,primary,60,12.93502575,77.61194555,560029
Banglore,-,Unnamed Zone,residential,15,12.93731215,77.72215215,560087
Banglore,-,Unnamed Zone,residential,15,12.9372742,77.72189265,560087
Banglore,-,Unnamed Zone,primary_link,30,12.96856865,77.61385905,560025
Banglore,Z371,Yelahanka Road Flyover,primary,40,13.08231385,77.59313525,560064
Banglore,Z100,Yelahanka Road,primary,100,13.1002886,77.58857005,560064
Banglore,Z100,Yelahanka Road,primary,100,13.10216775,77.5864081,560064
Banglore,-,Unnamed Zone,unclassified,15,12.9687741,77.70647055,560037
Banglore,Z168,Hosur Road,primary,60,12.95309595,77.6051964,560027
Banglore,Z216,Bangalore-Mysore Road,trunk,60,12.9339059,77.51000235,560098
Banglore,Z216,Bangalore-Mysore Road,trunk,60,12.9356808,77.51366625,560098
Banglore,Z101,Outer Ring Road,trunk_link,50,12.9456392,77.5272524,560039
Banglore,Z184,2nd Main Road,residential,15,12.909073,77.68693445,560035
Banglore,Z315,Whitefield Road,unclassified,40,12.98754515,77.7387332,560066
Banglore,Z490,Adarsh Palm Retreat Internal Road,tertiary,30,12.919528,77.6945642,560103
Banglore,Z101,Outer Ring Road,trunk,60,12.9529166,77.7001686,560037
Banglore,Z454,Residency Road,primary,30,12.96609135,77.59808855,560025
Banglore,Z515,HAL Old Airport Road Underpass,primary,40,12.9585622,77.6655677,560075
Banglore,Z407,Marathahalli Underpass,trunk,60,12.959796,77.7012484,560037
Banglore,Z101,Outer Ring Road,trunk,40,12.9669926,77.7021775,560037
Banglore,Z407,Marathahalli Underpass,trunk,60,12.95974005,77.70139095,560037
Banglore,Z233,2nd Road,secondary,60,12.9767034,77.72372145,560066
Banglore,Z459,Swamy Vivekananda Road,trunk,60,12.9969121,77.6696342,560016
Banglore,Z459,Swamy Vivekananda Road,trunk,60,12.99614885,77.6678904,560016
Banglore,Z101,Outer Ring Road,trunk,30,13.0004192,77.67937735,560036
Banglore,Z101,Outer Ring Road,trunk,60,13.0002518,77.6809071,560016
Banglore,-,Unnamed Zone,tertiary,30,12.97489845,77.69742305,560037
Banglore,Z516,Service Road,tertiary,30,12.9835464,77.6920677,560037
Banglore,Z101,Outer Ring Road,trunk,60,12.9176953,77.62456,560034
Banglore,-,Unnamed Zone,unclassified,20,12.97704345,77.5912345,560001
Banglore,-,Unnamed Zone,unclassified,20,12.9760672,77.5913531,560001
Banglore,-,Unnamed Zone,unclassified,20,12.9760671,77.59046135,560001
Banglore,-,Unnamed Zone,unclassified,25,12.9755158,77.590228,560001
Banglore,-,Unnamed Zone,unclassified,25,12.9748099,77.5907898,560001
Banglore,-,Unnamed Zone,unclassified,25,12.9722364,77.5899826,560001
Banglore,Z220,RMZ Ecoworld Internal Road,secondary,30,12.9291933,77.6846721,560103
Banglore,Z294,Sundaramurthi Road,tertiary,30,12.99448695,77.61814775,560005
Banglore,Z294,Sundaramurthi Road,tertiary,30,12.99439665,77.61802875,560005
Banglore,Z294,Sundaramurthi Road,tertiary,30,12.9944449,77.6181336,560005
Banglore,Z294,Sundaramurthi Road,tertiary,30,12.9944292,77.6180995,560005
Banglore,Z135,1st Main Road,tertiary,30,13.02119515,77.6256057,560043
Banglore,Z135,1st Main Road,tertiary,30,13.02108575,77.62853535,560043
Banglore,Z137,Vyalikaval Main Road,tertiary,40,13.00641575,77.57880755,560080
Banglore,Z517,Tate Lane,residential,20,12.96680035,77.6076959,560025
Banglore,Z211,Church Street,residential,20,12.9755513,77.6026795,560001
Banglore,Z135,1st Main Road,secondary,40,12.98178345,77.72778445,560066
Banglore,Z231,Sai Baba Temple Road,tertiary,40,12.95447685,77.7150149,560037
Banglore,Z518,Basaveshwaranagar Main Road,secondary,20,12.9843573,77.5490488,560010
Banglore,Z101,Outer Ring Road,trunk,30,13.03846905,77.5420046,560022
Banglore,Z101,Outer Ring Road,trunk,30,13.0388246,77.54237605,560022
Banglore,Z327,Magadi Road,primary,40,12.97552795,77.55433295,560023
Banglore,Z327,Magadi Road,primary,40,12.9755347,77.55452835,560023
Banglore,Z454,Residency Road,primary,40,12.97092365,77.60485195,560025
Banglore,Z168,Hosur Road,primary,60,12.9527424,77.60525975,560027
Banglore,Z168,Hosur Road,primary,60,12.95196775,77.6051919,560027
Banglore,Z101,Outer Ring Road,trunk,60,12.92370965,77.6469693,560102
Banglore,Z145,Dickenson Road,primary,40,12.9737047,77.61393795,560025
Banglore,Z165,Mahatma Gandhi Road,primary,50,12.97442425,77.6111995,560001
Banglore,Z270,Trinity Church Road,primary,30,12.97237105,77.6196029,560042
Banglore,Z519,Hebbal Service Road towards Bengaluru,trunk,30,13.08178135,77.59338215,560064
Banglore,Z519,Hebbal Service Road towards Bengaluru,trunk,30,13.0735205,77.59278685,560064
Banglore,Z170,New BEL Road,secondary,50,13.0383391,77.56483445,560054
Banglore,-,Unnamed Zone,service,15,12.9840034,77.7284689,560066
Banglore,-,Unnamed Zone,service,15,12.98443875,77.72832565,560066
Banglore,-,Unnamed Zone,service,15,12.9843352,77.727882,560066
Banglore,Z520,Shakthi Highland Road,service,20,13.0055376,77.7217715,560049
Banglore,Z406,Nagawara Flyover,trunk,40,13.04106355,77.622514,560045
Banglore,Z101,Outer Ring Road,trunk,60,13.0380455,77.6260263,560043
Banglore,Z101,Outer Ring Road,trunk,40,13.03791145,77.6262119,560043
Banglore,Z170,New BEL Road,secondary,50,13.03748915,77.5655087,560054
Banglore,Z137,Vyalikaval Main Road,tertiary,40,12.9993846,77.57811585,560003
Banglore,-,Unnamed Zone,tertiary,50,13.03750165,77.52316765,560058
Banglore,-,Unnamed Zone,tertiary,50,13.0428792,77.5136133,560057
Banglore,Z158,Basavanapura Main Road,tertiary,30,13.0097804,77.70950675,560036
Banglore,Z158,Basavanapura Main Road,tertiary,30,13.01034825,77.70387235,560036
Banglore,-,Unnamed Zone,secondary,40,13.0221788,77.53258755,560022
Banglore,-,Unnamed Zone,secondary,40,13.0221804,77.5324194,560022
Banglore,-,Unnamed Zone,secondary,40,13.02215985,77.53275575,560022
Banglore,Z212,Begur Road,secondary,40,12.9027719,77.6274324,560068
Banglore,Z212,Begur Road,secondary,40,12.89371325,77.6257958,560068
Banglore,Z461,19th Main Road,secondary,40,12.91506715,77.64476985,560102
Banglore,Z461,19th Main Road,secondary,40,12.91512925,77.64477245,560102
Banglore,Z101,Outer Ring Road,trunk,60,12.9604347,77.7013456,560037
Banglore,Z296,Sarjapura Road,primary,50,12.91419345,77.6769768,560103
Banglore,Z296,Sarjapura Road,primary,50,12.91683875,77.67354445,560103
Banglore,Z296,Sarjapura Road,primary,50,12.91701415,77.673082,560103
Banglore,-,Unnamed Zone,tertiary,40,12.89963905,77.63329205,560068
Banglore,Z165,Mahatma Gandhi Road,primary,30,12.9767054,77.59939835,560001
Banglore,Z126,Vidyaranyapura Road,secondary,55,13.0697373,77.55545935,560097
Banglore,Z101,Outer Ring Road,trunk,50,12.9168524,77.6217434,560068
Banglore,Z101,Outer Ring Road,trunk,50,12.9165279,77.6207291,560068
Banglore,Z101,Outer Ring Road,trunk,50,12.99160125,77.5207828,560091
Banglore,Z101,Outer Ring Road,trunk,50,12.9943114,77.5218612,560091
Banglore,Z101,Outer Ring Road,trunk,50,12.99462765,77.5220099,560058
Banglore,Z101,Outer Ring Road,trunk,50,12.99824965,77.5237129,560058
Banglore,-,Unnamed Zone,unclassified,25,12.9722124,77.5939256,560001
Banglore,-,Unnamed Zone,unclassified,25,12.97236605,77.5938831,560001
Banglore,Z101,Outer Ring Road,trunk,60,12.91650855,77.61439265,560068
Banglore,Z101,Outer Ring Road,trunk,60,12.9164076,77.6157744,560068
Banglore,Z101,Outer Ring Road,trunk,50,12.91633345,77.6149858,560076
Banglore,-,Unnamed Zone,primary,20,12.9647909,77.5968146,560027
Banglore,Z101,Outer Ring Road,trunk,50,12.9162797,77.61548735,560076
Banglore,Z208,Narayan Pillai Street,residential,30,12.9849632,77.60894715,560001
Banglore,Z208,Narayan Pillai Street,residential,30,12.9857663,77.60911745,560001
Banglore,Z333,Puttanna Chetty Road,primary,30,12.9571415,77.56733735,560018
Banglore,Z107,Mysore Road,trunk,40,12.9510828,77.53904705,560026
Banglore,Z107,Mysore Road,trunk,40,12.9511587,77.53916575,560026
